celltype	state_index	bio_label	label_name	func_score
NT2-D1	9	Quiescent	9_Quiescent	0.775
NT2-D1	8	Bivalent	8_Bivalent	1.135
NHEK	11	Transcribed	11_Transcribed	0.85
NHEK	10	Enhancer	10_Enhancer	0.835
NHEK	13	Transcribed	13_Transcribed	0.73
NHEK	12	Quiescent	12_Quiescent	0.72
NHEK	15	Enhancer	15_Enhancer	0.88
NHEK	14	Quiescent	14_Quiescent	0.71
NHEK	17	Quiescent	17_Quiescent	0.685
NHEK	16	Quiescent	16_Quiescent	0.7
NHEK	18	Quiescent	18_Quiescent	0.705
NHEK	1	Enhancer	1_Enhancer	0.835
NHEK	0	Quiescent	0_Quiescent	0.715
NHEK	3	Quiescent	3_Quiescent	0.72
NHEK	2	Promoter	2_Promoter	0.96
NHEK	5	Quiescent	5_Quiescent	0.69
NHEK	4	Quiescent	4_Quiescent	0.71
NHEK	7	Transcribed	7_Transcribed	0.7
NHEK	6	Quiescent	6_Quiescent	0.715
NHEK	9	Quiescent	9_Quiescent	0.72
NHEK	8	Quiescent	8_Quiescent	0.7
T-47D	11	Quiescent	11_Quiescent	0.67
T-47D	10	Quiescent	10_Quiescent	0.75
T-47D	13	Quiescent	13_Quiescent	0.74
T-47D	12	Quiescent	12_Quiescent	0.435
T-47D	1	Promoter	1_Promoter	0.945
T-47D	0	RegPermissive	0_RegPermissive	0.835
T-47D	3	LowConfidence	3_LowConfidence	0.795
T-47D	2	Transcribed	2_Transcribed	0.805
T-47D	5	LowConfidence	5_LowConfidence	0.775
T-47D	4	Quiescent	4_Quiescent	0.75
T-47D	7	RegPermissive	7_RegPermissive	0.785
T-47D	6	Quiescent	6_Quiescent	0.71
T-47D	9	Quiescent	9_Quiescent	0.73
T-47D	8	Quiescent	8_Quiescent	0.73
HCPEPIC	11	RegPermissive	11_RegPermissive	0.925
HCPEPIC	10	RegPermissive	10_RegPermissive	0.815
HCPEPIC	12	Enhancer	12_Enhancer	0.855
HCPEPIC	1	Quiescent	1_Quiescent	0.755
HCPEPIC	0	Quiescent	0_Quiescent	0.685
HCPEPIC	3	Quiescent	3_Quiescent	0.72
HCPEPIC	2	Promoter	2_Promoter	0.845
HCPEPIC	5	Quiescent	5_Quiescent	0.8
HCPEPIC	4	Quiescent	4_Quiescent	0.625
HCPEPIC	7	Quiescent	7_Quiescent	0.75
HCPEPIC	6	Promoter	6_Promoter	0.925
HCPEPIC	9	LowConfidence	9_LowConfidence	0.82
HCPEPIC	8	Enhancer	8_Enhancer	1.07
FETAL_INTESTINE_LARGE	11	Promoter	11_Promoter	0.965
FETAL_INTESTINE_LARGE	10	FacultativeHet	10_FacultativeHet	0.715
FETAL_INTESTINE_LARGE	13	Bivalent	13_Bivalent	1.0
FETAL_INTESTINE_LARGE	12	Transcribed	12_Transcribed	0.855
FETAL_INTESTINE_LARGE	14	Transcribed	14_Transcribed	0.79
FETAL_INTESTINE_LARGE	1	Transcribed	1_Transcribed	0.75
FETAL_INTESTINE_LARGE	0	FacultativeHet	0_FacultativeHet	0.755
FETAL_INTESTINE_LARGE	3	Quiescent	3_Quiescent	0.77
FETAL_INTESTINE_LARGE	2	Quiescent	2_Quiescent	0.56
FETAL_INTESTINE_LARGE	5	ConstitutiveHet	5_ConstitutiveHet	0.505
FETAL_INTESTINE_LARGE	4	RegPermissive	4_RegPermissive	0.785
FETAL_INTESTINE_LARGE	7	Bivalent	7_Bivalent	0.72
FETAL_INTESTINE_LARGE	6	Enhancer	6_Enhancer	0.815
FETAL_INTESTINE_LARGE	9	FacultativeHet	9_FacultativeHet	0.82
FETAL_INTESTINE_LARGE	8	Quiescent	8_Quiescent	0.685
LEFT_VENTRICLE	11	ConstitutiveHet	11_ConstitutiveHet	0.69
LEFT_VENTRICLE	10	RegPermissive	10_RegPermissive	0.795
LEFT_VENTRICLE	13	ConstitutiveHet	13_ConstitutiveHet	0.69
LEFT_VENTRICLE	12	Transcribed	12_Transcribed	0.855
LEFT_VENTRICLE	1	Enhancer	1_Enhancer	0.8
LEFT_VENTRICLE	0	ConstitutiveHet	0_ConstitutiveHet	0.705
LEFT_VENTRICLE	3	Quiescent	3_Quiescent	0.68
LEFT_VENTRICLE	2	FacultativeHet	2_FacultativeHet	0.745
LEFT_VENTRICLE	5	Bivalent	5_Bivalent	0.81
LEFT_VENTRICLE	4	Transcribed	4_Transcribed	0.73
LEFT_VENTRICLE	7	Promoter	7_Promoter	0.95
LEFT_VENTRICLE	6	Enhancer	6_Enhancer	0.785
LEFT_VENTRICLE	9	Promoter	9_Promoter	0.855
LEFT_VENTRICLE	8	ConstitutiveHet	8_ConstitutiveHet	0.67
AOAF	11	Enhancer	11_Enhancer	0.87
AOAF	10	Quiescent	10_Quiescent	0.585
AOAF	12	Quiescent	12_Quiescent	0.71
AOAF	1	Quiescent	1_Quiescent	0.675
AOAF	0	Promoter	0_Promoter	0.92
AOAF	3	Promoter	3_Promoter	1.045
AOAF	2	RegPermissive	2_RegPermissive	0.815
AOAF	5	Quiescent	5_Quiescent	0.805
AOAF	4	Quiescent	4_Quiescent	0.725
AOAF	7	Quiescent	7_Quiescent	0.375
AOAF	6	Quiescent	6_Quiescent	0.775
AOAF	9	RegPermissive	9_RegPermissive	0.825
AOAF	8	FacultativeHet	8_FacultativeHet	0.77
NHDF-AD	11	FacultativeHet	11_FacultativeHet	0.75
NHDF-AD	10	Quiescent	10_Quiescent	0.785
NHDF-AD	13	Enhancer	13_Enhancer	0.82
NHDF-AD	12	LowConfidence	12_LowConfidence	0.715
NHDF-AD	15	RegPermissive	15_RegPermissive	0.82
NHDF-AD	14	Enhancer	14_Enhancer	0.87
NHDF-AD	16	Transcribed	16_Transcribed	0.865
NHDF-AD	1	ConstitutiveHet	1_ConstitutiveHet	0.7
NHDF-AD	0	ConstitutiveHet	0_ConstitutiveHet	0.735
NHDF-AD	3	RegPermissive	3_RegPermissive	0.81
NHDF-AD	2	Bivalent	2_Bivalent	0.95
NHDF-AD	5	Quiescent	5_Quiescent	0.725
NHDF-AD	4	FacultativeHet	4_FacultativeHet	0.77
NHDF-AD	7	RegPermissive	7_RegPermissive	0.77
NHDF-AD	6	Quiescent	6_Quiescent	0.525
NHDF-AD	9	Quiescent	9_Quiescent	0.73
NHDF-AD	8	Enhancer	8_Enhancer	0.99
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	11	Transcribed	11_Transcribed	0.805
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	10	Quiescent	10_Quiescent	0.645
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	13	RegPermissive	13_RegPermissive	0.835
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	12	Enhancer	12_Enhancer	0.8
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	14	Quiescent	14_Quiescent	0.68
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	1	ConstitutiveHet	1_ConstitutiveHet	0.77
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	0	Enhancer	0_Enhancer	1.05
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	3	RegPermissive	3_RegPermissive	0.755
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	2	Quiescent	2_Quiescent	0.72
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	5	ConstitutiveHet	5_ConstitutiveHet	0.635
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	4	RegPermissive	4_RegPermissive	0.825
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	7	FacultativeHet	7_FacultativeHet	0.725
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	6	Bivalent	6_Bivalent	1.015
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	9	ConstitutiveHet	9_ConstitutiveHet	0.67
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN01	8	Transcribed	8_Transcribed	0.71
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	11	Quiescent	11_Quiescent	0.735
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	10	RegPermissive	10_RegPermissive	0.81
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	13	Enhancer	13_Enhancer	0.855
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	12	FacultativeHet	12_FacultativeHet	0.785
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	1	Quiescent	1_Quiescent	0.75
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	0	Transcribed	0_Transcribed	0.71
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	3	FacultativeHet	3_FacultativeHet	0.73
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	2	Transcribed	2_Transcribed	0.605
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	5	Transcribed	5_Transcribed	0.835
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	4	Quiescent	4_Quiescent	0.67
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	7	Bivalent	7_Bivalent	1.045
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	6	Transcribed	6_Transcribed	0.75
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	9	RegPermissive	9_RegPermissive	0.77
PENIS_FORESKIN_MELANOCYTE_PRIMARY_CELLS_SKIN03	8	ConstitutiveHet	8_ConstitutiveHet	0.635
COLON_SMOOTH_MUSCLE	11	Quiescent	11_Quiescent	0.73
COLON_SMOOTH_MUSCLE	10	RegPermissive	10_RegPermissive	0.81
COLON_SMOOTH_MUSCLE	13	FacultativeHet	13_FacultativeHet	0.75
COLON_SMOOTH_MUSCLE	12	Quiescent	12_Quiescent	0.71
COLON_SMOOTH_MUSCLE	14	FacultativeHet	14_FacultativeHet	0.795
COLON_SMOOTH_MUSCLE	1	Quiescent	1_Quiescent	0.61
COLON_SMOOTH_MUSCLE	0	Transcribed	0_Transcribed	0.765
COLON_SMOOTH_MUSCLE	3	Quiescent	3_Quiescent	0.715
COLON_SMOOTH_MUSCLE	2	Promoter	2_Promoter	0.95
COLON_SMOOTH_MUSCLE	5	ConstitutiveHet	5_ConstitutiveHet	0.69
COLON_SMOOTH_MUSCLE	4	Quiescent	4_Quiescent	0.725
COLON_SMOOTH_MUSCLE	7	Quiescent	7_Quiescent	0.48
COLON_SMOOTH_MUSCLE	6	Quiescent	6_Quiescent	0.675
COLON_SMOOTH_MUSCLE	9	FacultativeHet	9_FacultativeHet	0.75
COLON_SMOOTH_MUSCLE	8	Transcribed	8_Transcribed	0.875
GM12864	11	LowConfidence	11_LowConfidence	0.85
GM12864	10	Quiescent	10_Quiescent	0.76
GM12864	12	Promoter	12_Promoter	0.985
GM12864	1	LowConfidence	1_LowConfidence	0.79
GM12864	0	Transcribed	0_Transcribed	0.785
GM12864	3	RegPermissive	3_RegPermissive	0.8
GM12864	2	Quiescent	2_Quiescent	0.69
GM12864	5	Quiescent	5_Quiescent	0.75
GM12864	4	RegPermissive	4_RegPermissive	0.75
GM12864	7	Quiescent	7_Quiescent	0.755
GM12864	6	Promoter	6_Promoter	0.93
GM12864	9	FacultativeHet	9_FacultativeHet	0.75
GM12864	8	RegPermissive	8_RegPermissive	0.81
GM12865	11	Enhancer	11_Enhancer	0.94
GM12865	10	Quiescent	10_Quiescent	0.735
GM12865	12	Quiescent	12_Quiescent	0.745
GM12865	1	Transcribed	1_Transcribed	0.86
GM12865	0	LowConfidence	0_LowConfidence	0.83
GM12865	3	Quiescent	3_Quiescent	0.735
GM12865	2	Enhancer	2_Enhancer	0.825
GM12865	5	Quiescent	5_Quiescent	0.725
GM12865	4	Quiescent	4_Quiescent	0.755
GM12865	7	FacultativeHet	7_FacultativeHet	0.745
GM12865	6	Quiescent	6_Quiescent	0.65
GM12865	9	Quiescent	9_Quiescent	0.72
GM12865	8	Transcribed	8_Transcribed	0.875
